date,Quantalpha,alpha158,alpha360
2024-01-30,1.4931599252386096,0.02438443332310447,0.03311436183076566
2024-01-31,1.531032051323184,0.03786692993130325,0.036961518264937876
2024-02-01,1.516996851320226,0.018257933073619448,0.029018170217331773
2024-02-02,1.4629164514169508,-0.0103405470439768,0.0033344088320590437
2024-02-05,1.462343545617935,-0.022870303534391567,-0.005767325683326607
2024-02-06,1.4688527965371474,-0.017430491157037542,0.0053733927102930235
2024-02-07,1.4510607158821003,-0.030371081243918296,-0.002883669359691532
2024-02-08,1.4919300079511695,-0.031125180419306342,0.009512665858224079
2024-02-09,1.466135557114248,-0.04218229355521086,0.0016137422546540492
2024-02-12,1.496090374971378,-0.02801024366916005,0.02191502469260187
2024-02-13,1.50466763209942,-0.028860493766142414,0.017694705045328885
2024-02-14,1.4912512506466342,-0.03706499427699772,0.020901606957902663
2024-02-15,1.5020808514768245,-0.027421058134830978,0.04017713217959029
2024-02-16,1.5183956148286422,-0.022510344278123484,0.03246785428383214
2024-02-20,1.5418076438010186,-0.017159023484122016,0.03457202940069082
2024-02-21,1.5435574763019604,-0.021733786344310668,0.014949692898275746
2024-02-22,1.4795367199618137,-0.060891408967225336,0.00477658799748415
2024-02-23,1.490696233043323,-0.06012622890695862,0.008956736740534321
2024-02-26,1.5089973923802664,-0.061809223982156714,0.023377963605862195
2024-02-27,1.5280323921420647,-0.05773567126357115,0.03655345776713159
2024-02-28,1.54834462783665,-0.05648179185687063,0.03291806290140942
2024-02-29,1.5491288306947988,-0.05816426687528009,0.03440490309877209
2024-03-01,1.5294000432758947,-0.06394299350552557,0.03829045915461293
2024-03-04,1.5490119500130182,-0.05201043247907933,0.06062281596555952
2024-03-05,1.5882748985613455,-0.03678410301998536,0.07160888038845692
2024-03-06,1.5770859435342919,-0.04148240087169064,0.06983745909461048
2024-03-07,1.540311868416068,-0.051961744923167075,0.06471773394242253
2024-03-08,1.5761282390191749,-0.03770031514899108,0.08224428100479275
2024-03-11,1.5680070942201372,-0.033357584619090774,0.07731929164132834
2024-03-12,1.5366013182315545,-0.055520885501587625,0.05803922310783105
2024-03-13,1.5501173805711566,-0.04941157499629645,0.06254271814345058
2024-03-14,1.548246819264678,-0.058963278155139465,0.048939346968128516
2024-03-15,1.5706126958394813,-0.04942149990604583,0.06293644853757518
2024-03-18,1.5499112901261523,-0.06003850789011511,0.06089527936672523
2024-03-19,1.5369777558511135,-0.06580395288957308,0.04847522701533724
2024-03-20,1.5265203407152903,-0.06634530908256941,0.0550412987365676
2024-03-21,1.5429785248922316,-0.057873732687422574,0.05601203726168902
2024-03-22,1.5358730467294208,-0.06251816637871821,0.048128962034580836
2024-03-25,1.5368239066936105,-0.055197556804389314,0.06260505285873164
2024-03-26,1.5469894635909545,-0.05341616380224046,0.06374547237595518
2024-03-27,1.5413298722025162,-0.04785518726700655,0.05599866184288005
2024-03-28,1.5473630005678904,-0.04369812816141616,0.059264393717259445
2024-04-01,1.5407566693587875,-0.04449245948190039,0.054486709791937926
2024-04-02,1.5451483939158703,-0.04031958133887792,0.05208898178423316
2024-04-03,1.557510589308706,-0.04345195213446473,0.05789084675989953
2024-04-04,1.5879980126032924,-0.03460583930813166,0.07622763673577859
2024-04-05,1.5735062065820005,-0.05291448996808801,0.055710608749302004
2024-04-08,1.581824579153829,-0.0439446951654896,0.0665770514874584
