factor_name,annual_ic,annual_rank_ic,ic_ir,rank_ic_ir
OvernightDominanceShare_WeightedOvernight_10D,-0.0030896757626122785,0.008305418332804402,-0.031257174868853946,0.0706965558267954
Volatility_Climax_Exhaustion_V1,0.017947373099672228,0.008104321844877662,0.11586722309679207,0.0425109222592742
Volume_Weighted_Distance_Reversal,0.018678366188632962,0.007968803557645609,0.09231538404223122,0.0365624658196406
NegCorr_plus_Drawdown_60D_20D,-0.0038098299789159763,0.007945787898233801,-0.026269112410788824,0.0503079397298469
Quiet_HighVolDays_20of60_IlliqDown20_Pen20,0.007825090011742445,0.007037570382760111,0.05508784811973125,0.04500453080971752
Smoothed_Climax_Stability_Index,0.01654818312635566,0.006964926375634316,0.08241149811041351,0.0323645145460638
Ranked_Trend_Exhaustion_Factor,0.01203442050089282,0.006946668935346926,0.0631249203472972,0.03488966458880948
SweepRejection_Trigger_RangeVolShock20_CLVDir,0.001627900841652062,0.00673213167033137,0.015767744356599844,0.06701804720185632
Climax_Capitulation_Signal,0.018363389211179974,0.0067052572853011074,0.13658153808333603,0.054329547845278006
Breakout_Gated_VolAccel_55_20,0.00571649995189321,0.006692965479384169,0.0783610112669599,0.08972325530017959
RangeExpansion_CloseNearLow_Intensity_252D,0.010035770484734096,0.006427737513860837,0.0707344859641326,0.04445389980222602
Drawdown_Divergence_Product_60D_20D,0.0009180643872845587,0.006332168481098115,0.009757258296162566,0.05452570615732321
ShockyRegime_MeanReversion_Score_RS10_KLEN10_WVMA5,0.003796053343233447,0.005893358480508441,0.022667895704625952,0.03245875675726353
NoisyDecline_MeanReversion_5D_in_ROC60Decline,-0.007068029207301557,0.005677074386804276,-0.04880694717915078,0.04065366556385199
Shock_Fragility_Reversion_60_5_10_20,-0.0009725123266825204,0.005541180766154517,-0.011608675931332475,0.052541067297110104
Stability_Weighted_Climax_Reversal_V1,0.011519555034288701,0.005176965817262597,0.058147423030809255,0.02416724300530107
Accelerated_Liquidity_Exhaustion_V1,0.008760844584385597,0.004281757400178741,0.04731420727744531,0.020724135852214907
SmoothReprice_DriftScore_40_5_60,0.001817923777316897,0.004224074299421783,0.022446741235459866,0.05083197125246681
SellPressure_ReversalScore_252D_TrendWeak_10D,0.009370218778946698,0.0042178781623847346,0.07442652482436465,0.0307880252891866
Ranked_Stability_Climax_Factor,0.006526273223328548,0.003864387321127258,0.03669682456151401,0.01943394495342352
Absorption_Imbalance_RangeImpact_20D,0.009450113406713942,0.0037076232692446133,0.08310480994066122,0.03217044378261447
Directional_CS_Absorption_Amihud_20D_Drift3,0.011157540979328116,0.0035939949927348684,0.1190012400494136,0.03699344520673725
Exhaustion_Conditional_Reversal,0.001878268964680057,0.0034724880750839314,0.014428292141262069,0.029397666997010533
Momentum_Intraday_CLV_RangeExp_Dominance_20_5_5_5_20,0.009472844790813248,0.0034133151134919226,0.06778529960264525,0.035650433308677246
Bounded_Climax_Exhaustion_Factor,0.01061583215681289,0.0032547392360357495,0.06044122479779929,0.017670201776850403
Dynamic_Range_Climax_Sigmoid_20D,0.01040543086505252,0.0031090924594625573,0.05808479241465172,0.016629920601171286
CS_Absorption_RangeImpact_20D,0.008923780598891273,0.002938779740203468,0.07501155831765254,0.024314589503643232
AbsorptionScore_RangeImpact_20D,0.008108280361740937,0.0028013367793832517,0.06964724559892994,0.023781928720357334
Absorption_DollarVolMinusImpact_Z20,0.00810828036174093,0.0028012715401697003,0.06964724559892989,0.023781377608234268
OvernightShare10_LogAbs,-0.006473997986944896,0.0026722646666913967,-0.03449772905642326,0.014300093063675573
Log_Climax_Reversal_Intensity,0.010381578466671667,0.0025050424561341056,0.057777187846253804,0.013450042240011699
Momentum_CLV_Persistence_Intraday_OvernightPenalty_20_10_5,0.005604737679940814,0.002484082315468066,0.04511740666951063,0.01987429578596894
Uptrend_Pullback_With_Range_Stability_120D_5v20,0.0014205154124894601,0.0023323650313210767,0.01375676949333471,0.021419142798125887
Mean_Reversion_Distance_ZScore_20D,0.013170514035649958,0.001969599785717035,0.08647176729960099,0.01415900437913354
ATR_Volume_Exhaustion_Intensity_5D,0.003012644072345445,0.001752508365259272,0.025831997924109344,0.01307903103586048
Liquidity_Adjusted_ZScore_Reversal,0.01006805847877314,0.0014997395702503978,0.053713297197074246,0.007336682804100248
